item_id,original_name,approved_name,aliases,approval_policy,approved_at,source_url
1141,圣剑 浑沌,圣剑 混沌,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1141/cRO
1173,名刀 不知火,名刀不知火,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1173/cRO
1175,阿特罗斯的巨剑,阿特罗斯的凶器,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1175/cRO
1176,肌肉切断器,割肉刀,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1176/cRO
1181,太九连,太刀,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1181/cRO
1182,血灵魔剑,嗜血者,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1182/cRO
1183,突袭队长的亚蓝斯之剑,角斗士的突击长剑,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1183/cRO
1184,突袭队长的亚蓝斯之剑,角斗士的斩首长剑,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1184/cRO
1185,湛紫魔剑,纳户特基格的双剑,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1185/cRO
1188,熟练者之剑,老兵之剑,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1188/cRO
1189,克拉斯拿雅剑,红云长剑,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1189/cRO
1191,阿尔卡破魔剑,海鹰召唤者,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1191/cRO
1192,P.双手剑Ⅰ,P.双手剑 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1192/cRO
1193,P.双手剑 Ⅱ,P.双手剑 II,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1193/cRO
1197,P.双手剑Ⅲ,P.双手剑 Ⅲ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1197/cRO
1237,魔短剑 暗噬,魔短剑 暗噬,魔短剑 闇噬,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1237/cRO
1254,秘刃 暗啸,秘刃 暗啸,秘刃 闇啸,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1254/cRO
1255,秘刃 暗啸,秘刃 暗啸,秘刃 闇啸,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1255/cRO
1268,野兽的指甲,巨魔指甲,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1268/cRO
1269,茵博斯拳刃,龙之咆哮,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1269/cRO
1270,钻孔机拳刃,钻孔拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1270/cRO
1271,血泪拳刃,血之泪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1271/cRO
1279,屠杀的拳刃,角斗士的杀戮拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1279/cRO
1280,屠杀的拳刃,角斗士的暗杀拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1280/cRO
1282,勇士秘刃 暗啸,勇士秘刃 暗啸,勇士秘刃闇啸,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1282/cRO
1284,克里希纳拳刃,奎师那之刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1284/cRO
1285,恰克兰拳刃,脉轮之刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1285/cRO
1287,杜尔迦拳刃,圣灵拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1287/cRO
1289,P.拳刃Ⅰ,P.拳刃 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1289/cRO
1290,特务拳刃,代理者拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1290/cRO
1293,战神秘刃暗啸,战神秘刃暗啸,战神秘刃闇啸,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1293/cRO
1295,血觿拳刃,血泪拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1295/cRO
1297,龙麟拳刃,龙鳞拳刃,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1297/cRO
1311,贝伽勒巨斧,贝克战斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1311/cRO
1319,TE攻城战斧,TE攻城单手斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1319/cRO
1375,肉搏斧,强袭战斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1375/cRO
1376,心破坏斧,碎心斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1376/cRO
1377,狂暴飓风斧,狂暴飓风,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1377/cRO
1379,狂战士的巨斧,角斗士的狂暴战斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1379/cRO
1380,狂战士的巨斧,角斗士的狂暴巨斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1380/cRO
1383,圣天斧,神圣天国之斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1383/cRO
1384,熟练者之斧,老兵之斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1384/cRO
1385,钸镭石锤,魔力之石石锤,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1385/cRO
1387,巨人斧,巨人战斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1387/cRO
1391,P.双手斧Ⅰ,P.双手斧 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1391/cRO
1392,火焰战斧,烈焰战斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1392/cRO
1399,TE攻城双手战斧,TE攻城双手斧,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1399/cRO
1400,邪恶长矛,邪念之长矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1400/cRO
1420,长角枪,长角之矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1420/cRO
1421,战斗钩枪,强袭战矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1421/cRO
1422,狩猎长矛,狩猎之矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1422/cRO
1425,突袭队长的长矛,角斗士的单手矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1425/cRO
1434,P.长矛Ⅰ,P.长矛 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1434/cRO
1435,钙矿石长矛,重炮长枪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1435/cRO
1438,塔诺斯长矛,塔诺斯的枪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1438/cRO
1450,邪恶骑士长矛,邪念之长矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1450/cRO
1478,尔休披斯枪,锥骑长枪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1478/cRO
1482,突袭队长的骑士长矛,角斗士的突击长矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1482/cRO
1484,枢机长枪,柱枪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1484/cRO
1485,三叉战矛,三叉战戟,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1485/cRO
1490,守护巨人长矛,巨人战矛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1490/cRO
1496,塔诺斯双手矛,塔诺斯的双手枪,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1496/cRO
1523,暗盲之锤,暗盲之锤,闇盲之锤,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1523/cRO
1538,暗盲之锤,暗盲之锤,闇盲之锤,user_approved_chinese_variant_alias,2026-07-21,https://www.divine-pride.net/database/item/1538/cRO
1540,圣锤 十字星,圣锤十字星,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1540/cRO
1541,纳米西斯锤,复仇女神,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1541/cRO
1542,斗士的日星锤,角斗士的战锤,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1542/cRO
1543,斗士的日星锤,角斗士的巨锤,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1543/cRO
1544,露娜平底锅,月之平底锅,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1544/cRO
1548,熟练者之锤,老兵之锤,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1548/cRO
1549,冲击椎,冲击锥,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1549/cRO
1565,死神的名簿,死亡笔记,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1565/cRO
1572,魔法经典,魔法策略,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1572/cRO
1573,古老魔法书,远古魔法,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1573/cRO
1574,孙子兵法,角斗士的兵法书,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1574/cRO
1575,孙子兵法,角斗士的谋略书,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1575/cRO
1583,P.字典Ⅰ,P.字典 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1583/cRO
1584,寒气篇魔法书,冷澈之魔法书,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1584/cRO
1591,TE攻城法书,TE攻城书,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1591/cRO
1599,圣锤 十字星,圣锤十字星,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1599/cRO
1600,邪恶权杖,邪念之权杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1600/cRO
1623,巫杖 魂咬,巫杖魂咬,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1623/cRO
1624,里奇的骷髅魔杖,巫妖之骨杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1624/cRO
1625,治愈之杖,恢复之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1625/cRO
1626,锐利波之杖,洞察之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1626/cRO
1629,绅士的权杖,绅士的手杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1629/cRO
1630,水晶魔杖,许愿之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1630/cRO
1631,驱魔圣杖,神圣权杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1631/cRO
1632,魔法师的魔杖,角斗士的法杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1632/cRO
1633,魔法师的战杖,角斗士的魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1633/cRO
1634,强力的恢复手杖,角斗士的强力恢复魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1634/cRO
1635,迅速的恢复手杖,角斗士的快速恢复魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1635/cRO
1636,黑暗的荆棘骷髅杖,诅咒魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1636/cRO
1637,销魂杖,净化之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1637/cRO
1643,枯木魔杖,古树之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1643/cRO
1646,暴风雪法杖,拉格利玛之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1646/cRO
1647,克罗琪圣杖,红十字杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1647/cRO
1649,精灵魔杖,拉菲尼之杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1649/cRO
1650,P.魔杖Ⅰ,P.魔杖 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1650/cRO
1651,P.魔杖 Ⅱ,P.魔杖 II,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1651/cRO
1654,心灵智慧魔杖,精神手杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1654/cRO
1657,慈悲法杖,慈爱权杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1657/cRO
1658,P.魔杖Ⅲ,P.魔杖 Ⅲ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1658/cRO
1659,元气之光魔杖,痊愈光辉,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1659/cRO
1660,慈悲法杖Ⅱ,慈爱法杖 II,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1660/cRO
1667,TE攻城魔杖,TE攻城单手杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1667/cRO
1669,塔诺斯魔杖,塔诺斯的杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1669/cRO
1671,战胜魔神法杖,战胜魔神的杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1671/cRO
1681,新芽狐尾草手杖,幼苗狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1681/cRO
1683,茂盛的狐尾草手杖,茂盛的狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1683/cRO
1684,细长的狐尾草手杖,长长的狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1684/cRO
1685,坐著蜻蜓的狐尾草手杖,坐着蜻蜓的狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1685/cRO
1686,巨大狐尾草手杖,巨大狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1686/cRO
1687,新手狐尾草手杖,新手狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1687/cRO
1690,神秘狐尾草手杖,神秘狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1690/cRO
1691,奇妙狐尾草手杖,奇妙狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1691/cRO
1692,魔力狐尾草手杖,魔力狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1692/cRO
1693,魔力黄色狐尾草手杖,魔力黄色狐尾草魔杖,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1693/cRO
1699,狐尾草Ⅰ,P.狐尾草Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1699/cRO
1713,亚伯雷弓,埃布尔雷弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1713/cRO
1715,亚伯雷弓,埃布尔雷弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1715/cRO
1725,吟游诗人的弓,诗人之弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1725/cRO
1736,双发神弓,连发弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1736/cRO
1737,伊克希恩的羽翼,伊克西翁之翼,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1737/cRO
1738,战斗十字弓,角斗士的精准十字弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1738/cRO
1739,战斗十字弓,角斗士的战斗十字弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1739/cRO
1740,猪笼草之精弓,猪笼草之弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1740/cRO
1741,诅咒琴弓,诅咒之弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1741/cRO
1745,猎鹰闪电弓,红色闪电,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1745/cRO
1746,小精灵弓,精灵之弓,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1746/cRO
1748,P.弓 Ⅱ,P.弓 II,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1748/cRO
1771,毒刃,毒液短刀,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1771/cRO
1773,守护精灵箭矢,精灵箭矢,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1773/cRO
1774,终极猎杀箭矢,狩猎箭矢,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1774/cRO
1800,邪恶升龙拳套,邪念之升龙拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1800/cRO
1815,卡仑的拳套,卡仑的指甲,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1815/cRO
1816,秘拳套 闪光,秘拳套闪光,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1816/cRO
1818,岩浆拳套,灼热拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1818/cRO
1819,冰柱拳套,冰晶拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1819/cRO
1820,雷电拳套,雷霆拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1820/cRO
1822,连击的套甲,连击拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1822/cRO
1823,斗士的战斗升龙拳套,角斗士的升龙拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1823/cRO
1824,斗士的战斗升龙拳套,角斗士的战斗拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1824/cRO
1825,三角幼狮兽之角拳套,希斯利安之魂,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1825/cRO
1830,黄龙拳套,霸王乱舞,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1830/cRO
1834,TE攻城升龙拳套,TE攻城拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1834/cRO
1836,塔诺斯拳套,塔诺斯的拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1836/cRO
1846,幻影连击的套甲,幻影连击拳套,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1846/cRO
1900,邪恶小提琴,邪念之小提琴,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1900/cRO
1919,低音吉他,贝斯,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1919/cRO
1920,狂暴吉他,英勇吉他,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1920/cRO
1923,战场的吉他,角斗士的英勇吉他,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1923/cRO
1924,战场的吉他,角斗士的冲锋吉他,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1924/cRO
1926,猪笼草之竖琴,猪笼草竖琴,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1926/cRO
1930,绿花草梗笛,翠绿草笛,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1930/cRO
1931,P.弦乐器Ⅰ,P.弦乐器 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1931/cRO
1933,塔诺斯小提琴,塔诺斯的小提琴,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1933/cRO
1935,传奇吟游诗人乌克丽丽,传奇诗人尤克里里,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1935/cRO
1965,火燄鞭子,火焰鞭子,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1965/cRO
1972,电鳗鞭,电鳗,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1972/cRO
1973,海洋魔女之脚鞭,海魔女之足,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1973/cRO
1974,红萝卜鞭,胡萝卜鞭子,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1974/cRO
1977,战斗细刃鞭子,角斗士的战斗锁链,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1977/cRO
1978,战斗细刃鞭子,角斗士的细韧锁链,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1978/cRO
1979,猪笼草之茎鞭,猪笼草的茎,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1979/cRO
1980,铁球鞭锤,链球鞭子,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1980/cRO
1984,植物梗鞭,节鞭,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1984/cRO
1985,红玫瑰鞭,毒鞭蔷薇,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1985/cRO
1986,P.鞭子Ⅰ,P.鞭子 Ⅰ,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1986/cRO
1987,TE攻城皮鞭,TE攻城鞭子,,user_approved_simplified_chinese,2026-07-21,https://www.divine-pride.net/database/item/1987/cRO
