item_id,local_name,candidate_name,reasons,reason_zh_cn,source_url,checked_at
4703,,STR+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4703/cRO,2026-07-21
4704,,STR+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4704/cRO,2026-07-21
4705,,STR+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4705/cRO,2026-07-21
4706,,STR+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4706/cRO,2026-07-21
4707,,STR+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4707/cRO,2026-07-21
4708,,STR+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4708/cRO,2026-07-21
4709,,STR+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4709/cRO,2026-07-21
4710,,INT+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4710/cRO,2026-07-21
4711,,INT+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4711/cRO,2026-07-21
4712,,INT+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4712/cRO,2026-07-21
4713,,INT+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4713/cRO,2026-07-21
4714,,INT+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4714/cRO,2026-07-21
4715,,INT+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4715/cRO,2026-07-21
4716,,INT+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4716/cRO,2026-07-21
4717,,INT+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4717/cRO,2026-07-21
4718,,INT+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4718/cRO,2026-07-21
4719,,INT+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4719/cRO,2026-07-21
4720,,DEX+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4720/cRO,2026-07-21
4721,,DEX+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4721/cRO,2026-07-21
4722,,DEX+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4722/cRO,2026-07-21
4723,,DEX+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4723/cRO,2026-07-21
4724,,DEX+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4724/cRO,2026-07-21
4725,,DEX+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4725/cRO,2026-07-21
4726,,DEX+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4726/cRO,2026-07-21
4727,,DEX+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4727/cRO,2026-07-21
4728,,DEX+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4728/cRO,2026-07-21
4729,,DEX+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4729/cRO,2026-07-21
4730,,AGI+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4730/cRO,2026-07-21
4731,,AGI+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4731/cRO,2026-07-21
4732,,AGI+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4732/cRO,2026-07-21
4733,,AGI+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4733/cRO,2026-07-21
4734,,AGI+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4734/cRO,2026-07-21
4735,,AGI+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4735/cRO,2026-07-21
4736,,AGI+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4736/cRO,2026-07-21
4737,,AGI+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4737/cRO,2026-07-21
4738,,AGI+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4738/cRO,2026-07-21
4739,,AGI+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4739/cRO,2026-07-21
4740,,VIT+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4740/cRO,2026-07-21
4741,,VIT+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4741/cRO,2026-07-21
4742,,VIT+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4742/cRO,2026-07-21
4743,,VIT+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4743/cRO,2026-07-21
4744,,VIT+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4744/cRO,2026-07-21
4745,,VIT+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4745/cRO,2026-07-21
4746,,VIT+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4746/cRO,2026-07-21
4747,,VIT+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4747/cRO,2026-07-21
4748,,VIT+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4748/cRO,2026-07-21
4749,,VIT+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4749/cRO,2026-07-21
4750,,LUK+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4750/cRO,2026-07-21
4751,,LUK+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4751/cRO,2026-07-21
4752,,LUK+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4752/cRO,2026-07-21
4753,,LUK+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4753/cRO,2026-07-21
4754,,LUK+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4754/cRO,2026-07-21
4755,,LUK+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4755/cRO,2026-07-21
4756,,LUK+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4756/cRO,2026-07-21
4757,,LUK+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4757/cRO,2026-07-21
4758,,LUK+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4758/cRO,2026-07-21
4759,,LUK+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4759/cRO,2026-07-21
4760,MATK+1%。,MATK1Lv,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/4760/cRO,2026-07-20
4761,MATK+2%。,MATK2Lv,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/4761/cRO,2026-07-20
4762,,FLEE+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4762/cRO,2026-07-21
4763,,FLEE+12,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4763/cRO,2026-07-21
4764,,CRI+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4764/cRO,2026-07-21
4765,,CRI+7,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4765/cRO,2026-07-21
4768,,STR+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4768/cRO,2026-07-21
4771,,INT+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4771/cRO,2026-07-21
4774,,VIT+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4774/cRO,2026-07-21
4777,,AGI+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4777/cRO,2026-07-21
4780,,DEX+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4780/cRO,2026-07-21
4783,,LUK+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4783/cRO,2026-07-21
4786,,MDEF+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4786/cRO,2026-07-21
4787,,MDEF+4,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4787/cRO,2026-07-21
4788,,MDEF+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4788/cRO,2026-07-21
4789,,MDEF+8,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4789/cRO,2026-07-21
4790,,MDEF+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4790/cRO,2026-07-21
4791,,DEF+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4791/cRO,2026-07-21
4792,,DEF+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4792/cRO,2026-07-21
4793,,DEF+9,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4793/cRO,2026-07-21
4794,,DEF+12,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4794/cRO,2026-07-21
4795,,HP+100,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4795/cRO,2026-07-21
4796,,HP+200,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4796/cRO,2026-07-21
4797,,HP+300,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4797/cRO,2026-07-21
4798,,HP+400,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4798/cRO,2026-07-21
4799,,HP+500,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4799/cRO,2026-07-21
4800,,SP+50,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4800/cRO,2026-07-21
4801,,SP+100,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4801/cRO,2026-07-21
4802,,SP+150,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4802/cRO,2026-07-21
4806,MATK+3%。,MATK+3%,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/4806/cRO,2026-07-20
4807,,ASPD+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4807/cRO,2026-07-21
4842,,ASPD+2,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4842/cRO,2026-07-21
4859,,FLEE+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4859/cRO,2026-07-21
4860,,FLEE+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4860/cRO,2026-07-21
4861,,MHP+1%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4861/cRO,2026-07-21
4862,,MHP+2%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4862/cRO,2026-07-21
4867,,MHP+3%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4867/cRO,2026-07-21
4868,,MHP+4%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4868/cRO,2026-07-21
4870,,SP+25,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4870/cRO,2026-07-21
4871,,SP+75,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4871/cRO,2026-07-21
4883,,MATK+1%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4883/cRO,2026-07-21
4884,,HIT+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4884/cRO,2026-07-21
4890,,MDEF+1,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4890/cRO,2026-07-21
4891,,MDEF+3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4891/cRO,2026-07-21
4892,,MDEF+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4892/cRO,2026-07-21
4893,,DEF+15,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4893/cRO,2026-07-21
4894,对全阶级的物理伤害+4%。,ATK+4%,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/4894/cRO,2026-07-20
4895,对全阶级的物理伤害+5%。,ATK+5%,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/4895/cRO,2026-07-20
4896,,MATK+2%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4896/cRO,2026-07-21
4897,,MATK+3%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4897/cRO,2026-07-21
4898,,MATK+4%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4898/cRO,2026-07-21
4899,,MATK+5%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4899/cRO,2026-07-21
4900,,MHP+5%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4900/cRO,2026-07-21
4902,,DEF+18,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4902/cRO,2026-07-21
4903,,DEF+21,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4903/cRO,2026-07-21
4904,对全阶级的物理伤害+6%。,ATK+6%,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/4904/cRO,2026-07-20
4905,对全阶级的物理伤害+7%。,ATK+7%,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/4905/cRO,2026-07-20
4906,,MATK+6%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4906/cRO,2026-07-21
4907,,MATK+7%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4907/cRO,2026-07-21
4927,,MaxHP50,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4927/cRO,2026-07-21
4928,,SP+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4928/cRO,2026-07-21
4929,,MSP+1%,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/4929/cRO,2026-07-21
5219,进化的懒洋洋的猫(黑),进化的懶洋洋的猫,different_from_local|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/5219/cRO,2026-07-20
5309,摩希根面具,葛洒沫 啊搁,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/5309/cRO,2026-07-20
5476,七彩大嘴鸟发饰,弊罚靛 其内狼 赣府鹅,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/5476/cRO,2026-07-20
5592,希格露恩羽翼,荤捞弊烽狼 朝俺,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/5592/cRO,2026-07-20
5919,山茶花发簪,山茶花の髪飾り,different_from_local|contains_japanese_kana|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含日文假名|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/5919/cRO,2026-07-20
5944,盗贼头巾,档利狼 滴扒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/5944/cRO,2026-07-20
5978,玩具针筒,おもちゃの注射器,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/5978/cRO,2026-07-20
5980,(服饰)经典羽毛帽,狼惑 岗柳 其歹 寝,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/5980/cRO,2026-07-20
5981,(服饰)撒旦恶魔翅膀,[衣装] 悪魔の忘れもの,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/5981/cRO,2026-07-20
6008,木材,格犁,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6008/cRO,2026-07-20
6015,雪花节M卡片,颇鄂M墨靛,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6015/cRO,2026-07-20
6327,高密度钸镭矿石[活动专用],(茄沥)绊剐档 宏扼叼框,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6327/cRO,2026-07-20
6584,武器精炼能力+12券,公扁 12 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6584/cRO,2026-07-20
6585,防具精炼能力+12券,规绢备 12 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6585/cRO,2026-07-20
6623,未纯化能量结晶,沥力登瘤 臼篮 俊呈瘤 搬沥,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6623/cRO,2026-07-20
6624,已纯化能量结晶,沥力等 俊呈瘤 搬沥,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6624/cRO,2026-07-20
6625,高纯度能量结晶,鉴档臭篮 俊呈瘤 搬沥,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6625/cRO,2026-07-20
6847,迷你箱子,酒林 累篮 惑磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6847/cRO,2026-07-20
6848,轻巧箱子,啊涵款 惑磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6848/cRO,2026-07-20
6849,委托完成凭证,狼汾 肯丰刘,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6849/cRO,2026-07-20
6850,可疑箱子,荐惑茄 惑磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6850/cRO,2026-07-20
6851,可疑文件,荐惑茄 巩辑,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6851/cRO,2026-07-20
6852,强效中和剂,檬碍仿 吝拳力,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6852/cRO,2026-07-20
6853,感谢花束,皑荤狼 采促惯,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6853/cRO,2026-07-20
6854,被捕的诺博斯,器裙等 畴滚胶,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6854/cRO,2026-07-20
6855,被捕的塔塔丘,器裙等 蝶蝶檬,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6855/cRO,2026-07-20
6856,呕心沥血的原稿,乔绊抚栏肺 敬 盔绊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6856/cRO,2026-07-20
6857,超硬石头,概快 窜窜茄 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6857/cRO,2026-07-20
6858,被捕的南瓜魂,器裙等 风靛,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6858/cRO,2026-07-20
6859,被捕的邪骸浪人,器裙等 硅雀窍绰 磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6859/cRO,2026-07-20
6864,武器精炼能力+19券,公扁 19 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6864/cRO,2026-07-20
6865,防具精炼能力+19券,规绢备 19 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6865/cRO,2026-07-20
6870,武器精炼能力+13券,公扁 13 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6870/cRO,2026-07-20
6871,武器精炼能力+14券,公扁 14 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6871/cRO,2026-07-20
6872,武器精炼能力+15券,公扁 15 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6872/cRO,2026-07-20
6873,武器精炼能力+16券,公扁 16 力访 焊厘鼻,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/6873/cRO,2026-07-20
